"Week End","Week End Last Year","Region","Crude Volumes For The Week","Percent Of Capacity","4 Week Average","4 Week Average Last Year","YTD Average","YTD Average Last Year","Unit"
"09/22/2015","09/23/2014","Ontario","51.500","77.710","56.970","54.000","56.140","58.160","thousand cubic metres per day"
"09/22/2015","09/23/2014","Quebec & Eastern Canada","102.130","76.930","113.000","100.220","119.650","107.090","thousand cubic metres per day"
"09/22/2015","09/23/2014","Western Canada","85.340","77.430","88.260","89.610","90.340","89.480","thousand cubic metres per day"
"09/29/2015","09/30/2014","Ontario","49.900","75.300","54.220","51.400","55.980","57.940","thousand cubic metres per day"
"09/29/2015","09/30/2014","Quebec & Eastern Canada","96.470","72.670","105.720","90.680","119.060","106.280","thousand cubic metres per day"
"09/29/2015","09/30/2014","Western Canada","91.070","82.630","87.820","88.590","90.360","89.520","thousand cubic metres per day"
"10/06/2015","10/07/2014","Ontario","49.750","75.080","52.090","50.070","55.830","57.690","thousand cubic metres per day"
"10/06/2015","10/07/2014","Quebec & Eastern Canada","89.930","67.740","99.630","82.030","118.330","105.510","thousand cubic metres per day"
"10/06/2015","10/07/2014","Western Canada","92.530","83.950","87.660","89.730","90.420","89.670","thousand cubic metres per day"
"10/13/2015","10/14/2014","Ontario","47.870","72.240","49.760","47.490","55.630","57.290","thousand cubic metres per day"
"10/13/2015","10/14/2014","Quebec & Eastern Canada","90.290","68.020","94.710","81.750","117.640","105.280","thousand cubic metres per day"
"10/13/2015","10/14/2014","Western Canada","93.770","85.080","90.680","93.210","90.500","89.890","thousand cubic metres per day"
"10/20/2015","10/21/2014","Ontario","53.160","80.230","50.170","46.200","55.580","57.020","thousand cubic metres per day"
"10/20/2015","10/21/2014","Quebec & Eastern Canada","98.170","73.950","93.720","87.750","117.180","105.250","thousand cubic metres per day"
"10/20/2015","10/21/2014","Western Canada","92.280","83.730","92.410","96.300","90.540","90.130","thousand cubic metres per day"
"10/27/2015","10/28/2014","Ontario","55.730","84.100","51.630","47.440","55.580","56.970","thousand cubic metres per day"
"10/27/2015","10/28/2014","Quebec & Eastern Canada","99.830","75.200","94.560","95.280","116.780","105.260","thousand cubic metres per day"
"10/27/2015","10/28/2014","Western Canada","94.910","86.110","93.380","98.080","90.640","90.320","thousand cubic metres per day"
"11/03/2015","11/04/2014","Ontario","59.190","89.320","53.990","48.620","55.660","56.870","thousand cubic metres per day"
"11/03/2015","11/04/2014","Quebec & Eastern Canada","111.980","84.350","100.070","103.850","116.670","105.360","thousand cubic metres per day"
"11/03/2015","11/04/2014","Western Canada","92.510","83.930","93.370","99.660","90.680","90.580","thousand cubic metres per day"
"11/10/2015","11/11/2014","Ontario","59.280","89.460","56.840","52.100","55.740","56.830","thousand cubic metres per day"
"11/10/2015","11/11/2014","Quebec & Eastern Canada","91.480","68.910","100.370","105.170","116.110","105.270","thousand cubic metres per day"
"11/10/2015","11/11/2014","Western Canada","96.200","87.290","93.980","99.340","90.810","90.730","thousand cubic metres per day"
"11/17/2015","11/18/2014","Ontario","60.470","91.260","58.670","54.380","55.840","56.790","thousand cubic metres per day"
"11/17/2015","11/18/2014","Quebec & Eastern Canada","98.280","74.030","100.390","108.620","115.720","105.540","thousand cubic metres per day"
"11/17/2015","11/18/2014","Western Canada","98.730","89.580","95.590","98.470","90.980","90.850","thousand cubic metres per day"
"11/24/2015","11/25/2014","Ontario","60.470","91.250","59.850","54.320","55.940","56.740","thousand cubic metres per day"
"11/24/2015","11/25/2014","Quebec & Eastern Canada","104.140","78.450","101.470","110.360","115.470","105.690","thousand cubic metres per day"
"11/24/2015","11/25/2014","Western Canada","98.190","89.090","96.410","98.520","91.130","91.020","thousand cubic metres per day"
"12/01/2015","12/02/2014","Ontario","59.850","90.320","60.020","55.040","56.020","56.720","thousand cubic metres per day"
"12/01/2015","12/02/2014","Quebec & Eastern Canada","100.520","75.720","98.600","107.600","115.160","105.550","thousand cubic metres per day"
"12/01/2015","12/02/2014","Western Canada","85.800","77.840","94.730","96.200","91.020","91.040","thousand cubic metres per day"
"12/08/2015","12/09/2014","Ontario","58.770","88.690","59.890","55.060","56.080","56.690","thousand cubic metres per day"
"12/08/2015","12/09/2014","Quebec & Eastern Canada","107.690","81.120","102.660","108.470","115.010","105.530","thousand cubic metres per day"
"12/08/2015","12/09/2014","Western Canada","88.210","80.030","92.730","95.530","90.960","91.120","thousand cubic metres per day"
"12/15/2015","12/16/2014","Ontario","58.610","88.440","59.430","56.200","56.130","56.740","thousand cubic metres per day"
"12/15/2015","12/16/2014","Quebec & Eastern Canada","117.680","88.640","107.510","108.290","115.060","105.760","thousand cubic metres per day"
"12/15/2015","12/16/2014","Western Canada","94.900","86.110","91.780","95.870","91.040","91.250","thousand cubic metres per day"
"12/22/2015","12/23/2014","Ontario","57.770","87.170","58.750","57.700","56.160","56.810","thousand cubic metres per day"
"12/22/2015","12/23/2014","Quebec & Eastern Canada","122.570","92.330","112.110","109.320","115.210","105.980","thousand cubic metres per day"
"12/22/2015","12/23/2014","Western Canada","91.640","83.140","90.140","96.010","91.050","91.410","thousand cubic metres per day"
"12/29/2015","12/30/2014","Ontario","57.840","87.280","58.250","59.110","56.200","56.900","thousand cubic metres per day"
"12/29/2015","12/30/2014","Quebec & Eastern Canada","122.620","92.360","117.640","115.090","115.350","106.280","thousand cubic metres per day"
"12/29/2015","12/30/2014","Western Canada","91.650","83.160","91.600","98.410","91.070","91.610","thousand cubic metres per day"
"01/05/2016","01/06/2015","Ontario","56.570","85.360","57.700","60.120","56.570","59.300","thousand cubic metres per day"
"01/05/2016","01/06/2015","Quebec & Eastern Canada","114.840","86.510","119.430","120.020","114.840","124.430","thousand cubic metres per day"
"01/05/2016","01/06/2015","Western Canada","93.650","84.970","92.960","99.720","93.650","100.060","thousand cubic metres per day"
"01/12/2016","01/13/2015","Ontario","55.230","83.350","56.850","60.620","55.900","60.420","thousand cubic metres per day"
"01/12/2016","01/13/2015","Quebec & Eastern Canada","123.050","93.400","120.770","120.910","118.950","122.520","thousand cubic metres per day"
"01/12/2016","01/13/2015","Western Canada","93.060","83.680","92.500","99.320","93.360","98.170","thousand cubic metres per day"
"01/19/2016","01/20/2015","Ontario","53.280","80.400","55.730","60.100","55.030","59.750","thousand cubic metres per day"
"01/19/2016","01/20/2015","Quebec & Eastern Canada","119.850","90.960","120.090","122.130","119.250","122.220","thousand cubic metres per day"
"01/19/2016","01/20/2015","Western Canada","95.320","85.710","93.420","98.240","94.010","97.090","thousand cubic metres per day"
"01/26/2016","01/27/2015","Ontario","52.980","79.950","54.520","59.070","54.520","59.070","thousand cubic metres per day"
"01/26/2016","01/27/2015","Quebec & Eastern Canada","119.830","90.950","119.390","122.240","119.390","122.240","thousand cubic metres per day"
"01/26/2016","01/27/2015","Western Canada","96.510","86.780","94.640","96.650","94.640","96.650","thousand cubic metres per day"
"02/02/2016","02/03/2015","Ontario","55.020","83.030","54.130","59.400","54.620","59.380","thousand cubic metres per day"
"02/02/2016","02/03/2015","Quebec & Eastern Canada","119.030","90.350","120.440","120.850","119.320","121.560","thousand cubic metres per day"
"02/02/2016","02/03/2015","Western Canada","94.710","85.160","94.900","95.320","94.650","96.270","thousand cubic metres per day"
"02/09/2016","02/10/2015","Ontario","57.030","86.060","54.580","57.340","55.020","58.370","thousand cubic metres per day"
"02/09/2016","02/10/2015","Quebec & Eastern Canada","113.630","86.240","118.090","120.870","118.370","121.420","thousand cubic metres per day"
"02/09/2016","02/10/2015","Western Canada","92.590","83.250","94.780","95.860","94.310","96.630","thousand cubic metres per day"
"02/16/2016","02/17/2015","Ontario","56.470","85.210","55.380","56.550","55.230","57.920","thousand cubic metres per day"
"02/16/2016","02/17/2015","Quebec & Eastern Canada","106.310","80.690","114.700","119.360","116.650","120.590","thousand cubic metres per day"
"02/16/2016","02/17/2015","Western Canada","92.330","83.020","94.040","96.940","94.020","97.010","thousand cubic metres per day"
"02/23/2016","02/24/2015","Ontario","57.400","86.620","56.480","55.800","55.500","57.440","thousand cubic metres per day"
"02/23/2016","02/24/2015","Quebec & Eastern Canada","112.230","85.180","112.800","117.710","116.100","119.970","thousand cubic metres per day"
"02/23/2016","02/24/2015","Western Canada","92.900","83.530","93.130","95.920","93.880","96.280","thousand cubic metres per day"
"03/01/2016","03/03/2015","Ontario","55.600","83.900","56.620","54.890","55.510","57.380","thousand cubic metres per day"
"03/01/2016","03/03/2015","Quebec & Eastern Canada","120.370","91.360","113.130","119.120","116.570","120.480","thousand cubic metres per day"
"03/01/2016","03/03/2015","Western Canada","93.420","84.000","92.810","94.620","93.830","95.540","thousand cubic metres per day"
"03/08/2016","03/10/2015","Ontario","53.810","81.200","55.820","54.990","55.340","57.010","thousand cubic metres per day"
"03/08/2016","03/10/2015","Quebec & Eastern Canada","120.390","91.370","114.820","120.120","116.950","120.900","thousand cubic metres per day"
"03/08/2016","03/10/2015","Western Canada","93.830","84.370","93.120","92.830","93.830","95.110","thousand cubic metres per day"
"03/15/2016","03/17/2015","Ontario","54.940","82.910","55.440","55.050","55.300","56.880","thousand cubic metres per day"
"03/15/2016","03/17/2015","Quebec & Eastern Canada","115.910","87.980","117.230","122.160","116.860","121.160","thousand cubic metres per day"
"03/15/2016","03/17/2015","Western Canada","95.100","85.510","93.810","89.800","93.950","94.380","thousand cubic metres per day"
"03/22/2016","03/24/2015","Ontario","56.050","84.570","55.100","56.000","55.370","56.960","thousand cubic metres per day"
"03/22/2016","03/24/2015","Quebec & Eastern Canada","117.820","89.420","118.620","124.930","116.940","121.620","thousand cubic metres per day"
"03/22/2016","03/24/2015","Western Canada","97.070","87.280","94.860","88.620","94.210","93.730","thousand cubic metres per day"
"03/29/2016","03/31/2015","Ontario","56.730","85.600","55.380","56.510","55.470","57.110","thousand cubic metres per day"
"03/29/2016","03/31/2015","Quebec & Eastern Canada","117.700","89.330","117.950","125.810","117.000","122.120","thousand cubic metres per day"
"03/29/2016","03/31/2015","Western Canada","88.510","79.580","93.630","87.300","93.770","93.010","thousand cubic metres per day"
"04/05/2016","04/07/2015","Ontario","56.640","85.470","56.090","58.250","55.550","57.370","thousand cubic metres per day"
"04/05/2016","04/07/2015","Quebec & Eastern Canada","118.750","90.130","117.540","125.930","117.120","122.340","thousand cubic metres per day"
"04/05/2016","04/07/2015","Western Canada","85.440","76.820","91.530","81.910","93.170","91.340","thousand cubic metres per day"
"04/12/2016","04/14/2015","Ontario","57.950","87.450","56.840","59.150","55.710","57.480","thousand cubic metres per day"
"04/12/2016","04/14/2015","Quebec & Eastern Canada","113.250","85.950","116.880","124.770","116.860","122.120","thousand cubic metres per day"
"04/12/2016","04/14/2015","Western Canada","85.940","77.270","89.240","77.140","92.690","89.790","thousand cubic metres per day"
"04/19/2016","04/21/2015","Ontario","59.070","89.140","57.600","59.590","55.920","57.610","thousand cubic metres per day"
"04/19/2016","04/21/2015","Quebec & Eastern Canada","116.280","88.250","116.490","122.190","116.830","121.760","thousand cubic metres per day"
"04/19/2016","04/21/2015","Western Canada","82.560","74.230","85.610","73.510","92.060","88.670","thousand cubic metres per day"
"04/26/2016","04/28/2015","Ontario","45.880","69.240","54.890","59.850","55.330","57.760","thousand cubic metres per day"
"04/26/2016","04/28/2015","Quebec & Eastern Canada","118.050","89.600","116.580","118.020","116.900","121.160","thousand cubic metres per day"
"04/26/2016","04/28/2015","Western Canada","76.660","68.930","82.650","70.440","91.150","87.690","thousand cubic metres per day"
"05/03/2016","05/05/2015","Ontario","38.910","58.710","50.450","59.370","54.420","57.810","thousand cubic metres per day"
"05/03/2016","05/05/2015","Quebec & Eastern Canada","117.870","89.460","116.360","112.580","116.950","120.170","thousand cubic metres per day"
"05/03/2016","05/05/2015","Western Canada","63.650","57.230","77.200","70.590","89.620","86.730","thousand cubic metres per day"
"05/10/2016","05/12/2015","Ontario","33.290","50.240","44.290","58.770","53.310","57.750","thousand cubic metres per day"
"05/10/2016","05/12/2015","Quebec & Eastern Canada","118.840","90.200","117.760","110.910","117.050","119.760","thousand cubic metres per day"
"05/10/2016","05/12/2015","Western Canada","54.610","49.100","69.370","72.210","87.780","86.090","thousand cubic metres per day"
"05/17/2016","05/19/2015","Ontario","32.930","49.700","37.750","57.580","52.290","57.610","thousand cubic metres per day"
"05/17/2016","05/19/2015","Quebec & Eastern Canada","117.170","88.930","117.980","112.860","117.060","119.980","thousand cubic metres per day"
"05/17/2016","05/19/2015","Western Canada","55.920","50.280","62.710","74.340","86.190","85.810","thousand cubic metres per day"
"05/24/2016","05/26/2015","Ontario","34.380","51.890","34.880","54.600","51.440","57.160","thousand cubic metres per day"
"05/24/2016","05/26/2015","Quebec & Eastern Canada","119.870","90.980","118.440","114.330","117.190","119.850","thousand cubic metres per day"
"05/24/2016","05/26/2015","Western Canada","52.540","47.240","56.680","78.830","84.590","86.010","thousand cubic metres per day"
"05/31/2016","06/02/2015","Ontario","39.270","59.250","34.970","51.390","50.880","56.640","thousand cubic metres per day"
"05/31/2016","06/02/2015","Quebec & Eastern Canada","118.670","90.070","118.640","118.060","117.260","119.780","thousand cubic metres per day"
"05/31/2016","06/02/2015","Western Canada","48.860","43.930","52.980","84.160","82.960","86.260","thousand cubic metres per day"
"06/07/2016","06/09/2015","Ontario","39.790","60.050","36.590","48.990","50.400","56.230","thousand cubic metres per day"
"06/07/2016","06/09/2015","Quebec & Eastern Canada","118.250","89.750","118.490","119.780","117.300","119.770","thousand cubic metres per day"
"06/07/2016","06/09/2015","Western Canada","45.610","41.010","50.730","89.630","81.340","86.700","thousand cubic metres per day"
"06/14/2016","06/16/2015","Ontario","42.050","63.460","38.870","47.140","50.050","55.860","thousand cubic metres per day"
"06/14/2016","06/16/2015","Quebec & Eastern Canada","121.850","92.490","119.660","119.080","117.490","119.830","thousand cubic metres per day"
"06/14/2016","06/16/2015","Western Canada","68.740","61.810","53.940","94.150","80.810","87.200","thousand cubic metres per day"
"06/21/2016","06/23/2015","Ontario","43.000","64.890","41.030","47.750","49.770","55.650","thousand cubic metres per day"
"06/21/2016","06/23/2015","Quebec & Eastern Canada","120.830","91.710","119.900","120.890","117.630","120.020","thousand cubic metres per day"
"06/21/2016","06/23/2015","Western Canada","85.150","76.570","62.090","96.030","80.990","87.610","thousand cubic metres per day"
"06/28/2016","06/30/2015","Ontario","51.250","77.340","44.020","48.770","49.830","55.430","thousand cubic metres per day"
"06/28/2016","06/30/2015","Quebec & Eastern Canada","122.190","92.740","120.780","120.270","117.800","119.860","thousand cubic metres per day"
"06/28/2016","06/30/2015","Western Canada","94.200","84.700","73.430","97.150","81.490","87.930","thousand cubic metres per day"
"07/05/2016","07/07/2015","Ontario","59.980","90.510","49.070","49.230","50.200","55.190","thousand cubic metres per day"
"07/05/2016","07/07/2015","Quebec & Eastern Canada","122.510","92.990","121.850","120.270","117.980","119.840","thousand cubic metres per day"
"07/05/2016","07/07/2015","Western Canada","99.860","89.790","86.990","97.710","82.180","88.330","thousand cubic metres per day"
"07/12/2016","07/14/2015","Ontario","59.670","90.050","53.480","50.200","50.540","55.050","thousand cubic metres per day"
"07/12/2016","07/14/2015","Quebec & Eastern Canada","121.950","92.560","121.870","118.560","118.120","119.650","thousand cubic metres per day"
"07/12/2016","07/14/2015","Western Canada","100.160","90.060","94.850","97.370","82.820","88.650","thousand cubic metres per day"
"07/19/2016","07/21/2015","Ontario","59.230","89.390","57.530","52.700","50.840","55.240","thousand cubic metres per day"
"07/19/2016","07/21/2015","Quebec & Eastern Canada","121.310","92.070","121.990","117.120","118.230","119.620","thousand cubic metres per day"
"07/19/2016","07/21/2015","Western Canada","97.510","87.680","97.930","97.380","83.320","88.960","thousand cubic metres per day"
"07/26/2016","07/28/2015","Ontario","59.560","89.880","59.610","55.450","51.130","55.430","thousand cubic metres per day"
"07/26/2016","07/28/2015","Quebec & Eastern Canada","122.760","93.170","122.130","119.390","118.380","119.800","thousand cubic metres per day"
"07/26/2016","07/28/2015","Western Canada","102.480","92.150","100.010","97.990","83.960","89.280","thousand cubic metres per day"
"08/02/2016","08/04/2015","Ontario","59.370","89.600","59.460","58.590","51.400","55.630","thousand cubic metres per day"
"08/02/2016","08/04/2015","Quebec & Eastern Canada","122.410","92.900","122.110","121.290","118.510","120.030","thousand cubic metres per day"
"08/02/2016","08/04/2015","Western Canada","100.290","90.180","100.110","98.270","84.490","89.610","thousand cubic metres per day"
"08/09/2016","08/11/2015","Ontario","59.910","90.410","59.520","60.690","51.660","55.760","thousand cubic metres per day"
"08/09/2016","08/11/2015","Quebec & Eastern Canada","121.240","92.020","121.930","123.940","118.590","120.190","thousand cubic metres per day"
"08/09/2016","08/11/2015","Western Canada","95.300","85.680","98.900","98.690","84.830","89.900","thousand cubic metres per day"
"08/16/2016","08/18/2015","Ontario","53.880","81.310","58.180","60.470","51.730","55.880","thousand cubic metres per day"
"08/16/2016","08/18/2015","Quebec & Eastern Canada","121.610","92.300","122.000","125.520","118.690","120.330","thousand cubic metres per day"
"08/16/2016","08/18/2015","Western Canada","101.820","91.550","99.970","99.510","85.340","90.240","thousand cubic metres per day"
"08/23/2016","08/25/2015","Ontario","55.200","83.290","57.090","60.640","51.830","56.050","thousand cubic metres per day"
"08/23/2016","08/25/2015","Quebec & Eastern Canada","119.290","90.540","121.140","125.190","118.700","120.430","thousand cubic metres per day"
"08/23/2016","08/25/2015","Western Canada","104.180","93.670","100.400","100.440","85.900","90.590","thousand cubic metres per day"
"08/30/2016","09/01/2015","Ontario","58.630","88.470","56.900","60.490","52.030","56.190","thousand cubic metres per day"
"08/30/2016","09/01/2015","Quebec & Eastern Canada","119.790","90.920","120.480","124.860","118.730","120.580","thousand cubic metres per day"
"08/30/2016","09/01/2015","Western Canada","103.310","92.890","101.150","98.680","86.400","90.650","thousand cubic metres per day"
"09/06/2016","09/08/2015","Ontario","59.570","89.890","56.820","60.120","52.240","56.240","thousand cubic metres per day"
"09/06/2016","09/08/2015","Quebec & Eastern Canada","117.930","89.510","119.650","122.140","118.710","120.400","thousand cubic metres per day"
"09/06/2016","09/08/2015","Western Canada","97.630","87.780","101.740","97.270","86.710","90.720","thousand cubic metres per day"
"09/13/2016","09/15/2015","Ontario","52.290","78.910","56.420","59.510","52.240","56.270","thousand cubic metres per day"
"09/13/2016","09/15/2015","Quebec & Eastern Canada","104.890","79.610","115.480","118.370","118.340","120.120","thousand cubic metres per day"
"09/13/2016","09/15/2015","Western Canada","92.500","83.170","99.410","92.470","86.860","90.480","thousand cubic metres per day"
"09/20/2016","09/22/2015","Ontario","45.860","69.200","54.090","56.970","52.070","56.140","thousand cubic metres per day"
"09/20/2016","09/22/2015","Quebec & Eastern Canada","99.320","75.380","110.480","113.000","117.840","119.650","thousand cubic metres per day"
"09/20/2016","09/22/2015","Western Canada","93.120","83.730","96.640","88.260","87.030","90.340","thousand cubic metres per day"
"09/27/2016","09/29/2015","Ontario","49.820","75.180","51.890","54.220","52.010","55.980","thousand cubic metres per day"
"09/27/2016","09/29/2015","Quebec & Eastern Canada","95.910","72.800","104.510","105.720","117.280","119.060","thousand cubic metres per day"
"09/27/2016","09/29/2015","Western Canada","91.580","82.340","93.710","87.820","87.140","90.360","thousand cubic metres per day"
"10/04/2016","10/06/2015","Ontario","46.560","70.260","48.630","52.090","51.880","55.830","thousand cubic metres per day"
"10/04/2016","10/06/2015","Quebec & Eastern Canada","79.890","60.630","95.000","99.630","116.340","118.330","thousand cubic metres per day"
"10/04/2016","10/06/2015","Western Canada","90.720","81.570","91.980","87.660","87.230","90.420","thousand cubic metres per day"
"10/11/2016","10/13/2015","Ontario","46.800","70.620","47.260","49.760","51.750","55.630","thousand cubic metres per day"
"10/11/2016","10/13/2015","Quebec & Eastern Canada","74.700","56.700","87.450","94.710","115.330","117.640","thousand cubic metres per day"
"10/11/2016","10/13/2015","Western Canada","94.550","85.020","92.490","90.680","87.410","90.500","thousand cubic metres per day"
"10/18/2016","10/20/2015","Ontario","47.620","71.860","47.700","50.170","51.650","55.580","thousand cubic metres per day"
"10/18/2016","10/20/2015","Quebec & Eastern Canada","69.580","52.810","80.020","93.720","114.240","117.180","thousand cubic metres per day"
"10/18/2016","10/20/2015","Western Canada","100.350","90.230","94.300","92.410","87.720","90.540","thousand cubic metres per day"
"10/25/2016","10/27/2015","Ontario","48.710","73.500","47.420","51.630","51.590","55.580","thousand cubic metres per day"
"10/25/2016","10/27/2015","Quebec & Eastern Canada","72.830","55.270","74.250","94.560","113.270","116.780","thousand cubic metres per day"
"10/25/2016","10/27/2015","Western Canada","100.750","90.590","96.590","93.380","88.020","90.640","thousand cubic metres per day"
"11/01/2016","11/03/2015","Ontario","49.360","74.490","48.120","53.990","51.540","55.660","thousand cubic metres per day"
"11/01/2016","11/03/2015","Quebec & Eastern Canada","100.470","76.260","79.400","100.070","112.980","116.670","thousand cubic metres per day"
"11/01/2016","11/03/2015","Western Canada","102.910","92.530","99.640","93.370","88.360","90.680","thousand cubic metres per day"
"11/08/2016","11/10/2015","Ontario","59.690","90.070","51.350","56.840","51.720","55.740","thousand cubic metres per day"
"11/08/2016","11/10/2015","Quebec & Eastern Canada","103.080","78.240","86.490","100.370","112.760","116.110","thousand cubic metres per day"
"11/08/2016","11/10/2015","Western Canada","100.550","90.410","101.140","93.980","88.630","90.810","thousand cubic metres per day"
"11/15/2016","11/17/2015","Ontario","55.260","83.390","53.260","58.670","51.790","55.840","thousand cubic metres per day"
"11/15/2016","11/17/2015","Quebec & Eastern Canada","104.300","79.160","95.170","100.390","112.580","115.720","thousand cubic metres per day"
"11/15/2016","11/17/2015","Western Canada","100.530","90.390","101.190","95.590","88.890","90.980","thousand cubic metres per day"
"11/22/2016","11/24/2015","Ontario","59.450","89.720","55.940","59.850","51.960","55.940","thousand cubic metres per day"
"11/22/2016","11/24/2015","Quebec & Eastern Canada","98.200","74.530","101.510","101.470","112.270","115.470","thousand cubic metres per day"
"11/22/2016","11/24/2015","Western Canada","96.910","87.140","100.230","96.410","89.060","91.130","thousand cubic metres per day"
"11/29/2016","12/01/2015","Ontario","55.960","84.450","57.590","60.020","52.040","56.020","thousand cubic metres per day"
"11/29/2016","12/01/2015","Quebec & Eastern Canada","96.460","73.220","100.510","98.600","111.940","115.160","thousand cubic metres per day"
"11/29/2016","12/01/2015","Western Canada","76.440","68.730","93.610","94.730","88.800","91.020","thousand cubic metres per day"
"12/06/2016","12/08/2015","Ontario","56.020","84.540","56.670","59.890","52.120","56.080","thousand cubic metres per day"
"12/06/2016","12/08/2015","Quebec & Eastern Canada","95.010","72.110","98.490","102.660","111.600","115.010","thousand cubic metres per day"
"12/06/2016","12/08/2015","Western Canada","79.600","71.570","88.370","92.730","88.610","90.960","thousand cubic metres per day"
"12/13/2016","12/15/2015","Ontario","55.140","83.210","56.650","59.430","52.180","56.130","thousand cubic metres per day"
"12/13/2016","12/15/2015","Quebec & Eastern Canada","104.830","79.560","98.630","107.510","111.460","115.060","thousand cubic metres per day"
"12/13/2016","12/15/2015","Western Canada","78.050","70.180","82.750","91.780","88.400","91.040","thousand cubic metres per day"
"12/20/2016","12/22/2015","Ontario","55.170","83.250","55.570","58.750","52.240","56.160","thousand cubic metres per day"
"12/20/2016","12/22/2015","Quebec & Eastern Canada","121.210","92.000","104.380","112.110","111.650","115.210","thousand cubic metres per day"
"12/20/2016","12/22/2015","Western Canada","77.070","69.300","77.790","90.140","88.180","91.050","thousand cubic metres per day"
"12/27/2016","12/29/2015","Ontario","54.750","82.620","55.270","58.250","52.290","56.200","thousand cubic metres per day"
"12/27/2016","12/29/2015","Quebec & Eastern Canada","123.730","93.910","111.200","117.640","111.890","115.350","thousand cubic metres per day"
"12/27/2016","12/29/2015","Western Canada","74.880","67.330","77.400","91.600","87.920","91.070","thousand cubic metres per day"
"01/03/2017","01/05/2016","Ontario","54.310","81.950","54.840","57.700","54.310","56.570","thousand cubic metres per day"
"01/03/2017","01/05/2016","Quebec & Eastern Canada","123.970","94.090","118.430","119.430","123.970","114.840","thousand cubic metres per day"
"01/03/2017","01/05/2016","Western Canada","75.170","67.590","76.290","92.960","75.170","93.650","thousand cubic metres per day"
"01/10/2017","01/12/2016","Ontario","45.300","68.360","52.380","56.850","49.810","55.900","thousand cubic metres per day"
"01/10/2017","01/12/2016","Quebec & Eastern Canada","124.030","93.430","123.230","120.770","124.000","118.950","thousand cubic metres per day"
"01/10/2017","01/12/2016","Western Canada","77.230","71.130","76.090","92.500","76.200","93.360","thousand cubic metres per day"
"01/17/2017","01/19/2016","Ontario","46.630","70.370","50.250","55.730","48.750","55.030","thousand cubic metres per day"
"01/17/2017","01/19/2016","Quebec & Eastern Canada","125.630","94.640","124.340","120.090","124.540","119.250","thousand cubic metres per day"
"01/17/2017","01/19/2016","Western Canada","94.600","87.130","80.470","93.420","82.330","94.010","thousand cubic metres per day"
"01/24/2017","01/26/2016","Ontario","50.660","76.440","49.220","54.520","49.220","54.520","thousand cubic metres per day"
"01/24/2017","01/26/2016","Quebec & Eastern Canada","122.320","92.140","123.990","119.390","123.990","119.390","thousand cubic metres per day"
"01/24/2017","01/26/2016","Western Canada","97.800","90.070","86.200","94.640","86.200","94.640","thousand cubic metres per day"
"01/31/2017","02/02/2016","Ontario","51.570","77.820","48.540","54.130","49.690","54.620","thousand cubic metres per day"
"01/31/2017","02/02/2016","Quebec & Eastern Canada","124.190","93.550","124.040","120.440","124.030","119.320","thousand cubic metres per day"
"01/31/2017","02/02/2016","Western Canada","83.050","76.490","88.170","94.900","85.570","94.650","thousand cubic metres per day"
"02/07/2017","02/09/2016","Ontario","54.320","81.960","50.790","54.580","50.460","55.020","thousand cubic metres per day"
"02/07/2017","02/09/2016","Quebec & Eastern Canada","122.580","92.330","123.680","118.090","123.790","118.370","thousand cubic metres per day"
"02/07/2017","02/09/2016","Western Canada","78.060","71.900","88.380","94.780","84.320","94.310","thousand cubic metres per day"
"02/14/2017","02/16/2016","Ontario","52.920","79.860","52.370","55.380","50.820","55.230","thousand cubic metres per day"
"02/14/2017","02/16/2016","Quebec & Eastern Canada","118.770","89.470","121.970","114.700","123.070","116.650","thousand cubic metres per day"
"02/14/2017","02/16/2016","Western Canada","81.270","74.850","85.050","94.040","83.880","94.020","thousand cubic metres per day"
"02/21/2017","02/23/2016","Ontario","54.800","82.700","53.400","56.480","51.310","55.500","thousand cubic metres per day"
"02/21/2017","02/23/2016","Quebec & Eastern Canada","116.700","87.900","120.560","112.800","122.270","116.100","thousand cubic metres per day"
"02/21/2017","02/23/2016","Western Canada","77.190","71.100","79.890","93.130","83.050","93.880","thousand cubic metres per day"
"02/28/2017","03/01/2016","Ontario","55.050","83.070","54.270","56.620","51.730","55.510","thousand cubic metres per day"
"02/28/2017","03/01/2016","Quebec & Eastern Canada","108.670","81.860","116.680","113.130","120.760","116.570","thousand cubic metres per day"
"02/28/2017","03/01/2016","Western Canada","82.470","75.950","79.750","92.810","82.980","93.830","thousand cubic metres per day"
"03/07/2017","03/08/2016","Ontario","47.310","71.390","52.520","55.820","51.290","55.340","thousand cubic metres per day"
"03/07/2017","03/08/2016","Quebec & Eastern Canada","119.110","89.720","115.810","114.820","120.600","116.950","thousand cubic metres per day"
"03/07/2017","03/08/2016","Western Canada","82.670","76.140","80.900","93.120","82.950","93.830","thousand cubic metres per day"
"03/14/2017","03/15/2016","Ontario","54.460","82.180","52.900","55.440","51.580","55.300","thousand cubic metres per day"
"03/14/2017","03/15/2016","Quebec & Eastern Canada","123.870","93.300","117.090","117.230","120.890","116.860","thousand cubic metres per day"
"03/14/2017","03/15/2016","Western Canada","78.400","72.210","80.180","93.810","82.540","93.950","thousand cubic metres per day"
"03/21/2017","03/22/2016","Ontario","56.120","84.690","53.230","55.100","51.950","55.370","thousand cubic metres per day"
